1051,1,1111-(1+1+1)!*(11-1),1111-l(1+1+1r)!tl(11-1r)
1051,2,2+(2+2)!+(2+√(2)^22)/2,2+l(2+2r)!+f{x2+{s{2}}^{22}}{x2}
1051,3,3!!+333-3!/3,3!!+333-f{x3!}{x3}
1051,4,4!*44-4/4-4,4!t44-f{x4}{x4}-4
1051,5,(5!-5!/5)*55/5-5,f{xl(5!-f{x5!}{x5}r)t55}{x5}-5
1051,6,6!+√(6+6/6)^6-6-6,6!+{s{6+f{x6}{x6}}}^{6}-6-6
1051,7,7*7*7+(7!-77-7)/7,7t7t7+f{x7!-77-7}{x7}
1051,8,(8+√(8+8)^8-8!)/((√(8+8))!),f{x8+{s{8+8}}^{8}-8!}{xl(s{8+8}r)!}
1051,9,(√9)!!+(999-(√9)!)/√9,l(s{9}r)!!+f{x999-l(s{9}r)!}{xs{9}}
1052,1,(1+1+1)!!+(1+1+1)*111-1,l(1+1+1r)!!+l(1+1+1r)t111-1
1052,2,2*((2+2)!*22-2),2tl(l(2+2r)!t22-2r)
1052,3,3!!+333-3/3,3!!+333-f{x3}{x3}
1052,4,4!*44-4,4!t44-4
1052,5,5+(5!-5)/5+(5-5/5)^5,5+f{x5!-5}{x5}+{l(5-f{x5}{x5}r)}^{5}
1052,6,6!+6*66-((6+6)/6)^6,6!+6t66-{l(f{x6+6}{x6}r)}^{6}
1052,7,7*7*7+(7!-77)/7,7t7t7+f{x7!-77}{x7}
1052,8,(8+√(8+8))*88-√(8+8),l(8+s{8+8}r)t88-s{8+8}
1052,9,(√9)!!/9+9*(9+99),f{xl(s{9}r)!!}{x9}+9tl(9+99r)
1053,1,(1+1+1)!!+(1+1+1)*111,l(1+1+1r)!!+l(1+1+1r)t111
1053,2,2*(2+2)!*22-2/2-2,2tl(2+2r)!t22-f{x2}{x2}-2
1053,3,3!!+333,3!!+333
1053,4,4!*(44-√√√(√(4)^(-4!))),4!tl(44-s{\!\!s{\!\!s{{s{4}}^{-4!}}}}r)
1053,5,5+5!/5+(5-5/5)^5,5+f{x5!}{x5}+{l(5-f{x5}{x5}r)}^{5}
1053,6,6!+6/((6+6)/666),6!+6tf{x666}{x6+6}
1053,7,(7^7+77)/777-7,f{x{7}^{7}+77}{x777}-7
1053,8,8*8+((88/8)!-8!)/(8!),8t8+f{xl(f{x88}{x8}r)!-8!}{x8!}
1053,9,9*((√9)!!/((√9)!)-√9),9tl(f{xl(s{9}r)!!}{xl(s{9}r)!}-s{9}r)
1054,1,1+(1+1+1)!!+(1+1+1)*111,1+l(1+1+1r)!!+l(1+1+1r)t111
1054,2,2*(2+2)!*22-2,2tl(2+2r)!t22-2
1054,3,3!!+3/3+333,3!!+f{x3}{x3}+333
1054,4,4!*44-√4,4!t44-s{4}
1054,5,5+5*5+(5-5/5)^5,5+5t5+{l(5-f{x5}{x5}r)}^{5}
1054,6,6!+√(6)^6+(6!-6-6)/6,6!+{s{6}}^{6}+f{x6!-6-6}{x6}
1054,7,(7+7)*77-(77/7-7)!,l(7+7r)t77-l(f{x77}{x7}-7r)!
1054,8,8*8+(88/8)!/(8!),8t8+f{xl(f{x88}{x8}r)!}{x8!}
1054,9,(9+√(9)^9-(√9)!!)/(9+9),f{x9+{s{9}}^{9}-l(s{9}r)!!}{x9+9}
1055,1,1111-(1+111)/(1+1),1111-f{x1+111}{x1+1}
1055,2,2*(2+2)!*22-2/2,2tl(2+2r)!t22-f{x2}{x2}
1055,3,3!!+3!/3+333,3!!+f{x3!}{x3}+333
1055,4,4!*44-4/4,4!t44-f{x4}{x4}
1055,5,5*(5!+5!-5)-5!,5tl(5!+5!-5r)-5!
1055,6,6!+√(6)^6+(6!-6)/6,6!+{s{6}}^{6}+f{x6!-6}{x6}
1055,7,(7!-7)/7+7*7*7-7,f{x7!-7}{x7}+7t7t7-7
1055,8,(88*(8+88)-8)/8,f{x88tl(8+88r)-8}{x8}
1055,9,9!/((√9)!!)/9+999,f{x9!}{xl(s{9}r)!!t9}+999
1056,1,1111-(111-1)/(1+1),1111-f{x111-1}{x1+1}
1056,2,2*(2+2)!*22,2tl(2+2r)!t22
1056,3,3+3!!+333,3+3!!+333
1056,4,4!*44,4!t44
1056,5,(5!-5!/5)*55/5,f{xl(5!-f{x5!}{x5}r)t55}{x5}
1056,6,6!+6!/6+√(6)^6,6!+f{x6!}{x6}+{s{6}}^{6}
1056,7,7!/7+7*7*7-7,f{x7!}{x7}+7t7t7-7
1056,8,(8+√(8+8))*88,l(8+s{8+8}r)t88
1056,9,√9+9*((√9)!!/((√9)!)-√9),s{9}+9tl(f{xl(s{9}r)!!}{xl(s{9}r)!}-s{9}r)
1057,1,(1+1)*(1+11+11)^(1+1)-1,l(1+1r)t{l(1+11+11r)}^{1+1}-1
1057,2,((2+2*22)^2-2)/2,f{x{l(2+2t22r)}^{2}-2}{x2}
1057,3,3!!+(3!+3/3)^3-3!,3!!+{l(3!+f{x3}{x3}r)}^{3}-3!
1057,4,4/4+4!*44,f{x4}{x4}+4!t44
1057,5,(5+(5!-5!/5)*55)/5,f{x5+l(5!-f{x5!}{x5}r)t55}{x5}
1057,6,6!+√(6+6/6)^6-6,6!+{s{6+f{x6}{x6}}}^{6}-6
1057,7,77+(7+7)*(77-7),77+l(7+7r)tl(77-7r)
1057,8,(8+88*(8+88))/8,f{x8+88tl(8+88r)}{x8}
1057,9,(9*((√9)!!-9)-√9)/((√9)!)-9,f{x9tl(l(s{9}r)!!-9r)-s{9}}{xl(s{9}r)!}-9
1058,1,(1+1)*(1+11+11)^(1+1),l(1+1r)t{l(1+11+11r)}^{1+1}
1058,2,(√2+√2*22)^2,{l(s{2}+s{2}t22r)}^{2}
1058,3,3!*(3!)^3-(3!!-3!)/3,3!t{3!}^{3}-f{x3!!-3!}{x3}
1058,4,√4+4!*44,s{4}+4!t44
1058,5,(5555-5!-5!)/5-5,f{x5555-5!-5!}{x5}-5
1058,6,6!+√(6)^6+(6+6!+6)/6,6!+{s{6}}^{6}+f{x6+6!+6}{x6}
1058,7,7*7*7+(7+7!+7)/7-7,7t7t7+f{x7+7!+7}{x7}-7
1058,8,√(√(√(8+8)+88)^8)/8,f{xs{{s{s{8+8}+88}}^{8}}}{x8}
1058,9,(√9+9*((√9)!!-9))/((√9)!)-9,f{xs{9}+9tl(l(s{9}r)!!-9r)}{xl(s{9}r)!}-9
1059,1,1+(1+1)*(1+11+11)^(1+1),1+l(1+1r)t{l(1+11+11r)}^{1+1}
1059,2,(2+(2+2*22)^2)/2,f{x2+{l(2+2t22r)}^{2}}{x2}
1059,3,3!+3!!+333,3!+3!!+333
1059,4,4!*(√√√(√(4)^(-4!))+44),4!tl(s{\!\!s{\!\!s{{s{4}}^{-4!}}}}+44r)
1059,5,(5^5-5)/5+555-5!,f{x{5}^{5}-5}{x5}+555-5!
1059,6,6+6!+6/((6+6)/666),6+6!+6tf{x666}{x6+6}
1059,7,7+7*7*7+(7!-77)/7,7+7t7t7+f{x7!-77}{x7}
1059,8,(8+√(√(√(8+8)+88)^8))/8,f{x8+s{{s{s{8+8}+88}}^{8}}}{x8}
1059,9,(√9)!!+(√9)!!/√9+99,l(s{9}r)!!+f{xl(s{9}r)!!}{xs{9}}+99
1060,1,(1+1)*(1+(1+11+11)^(1+1)),l(1+1r)tl(1+{l(1+11+11r)}^{1+1}r)
1060,2,2*(2+(2+2)!*22),2tl(2+l(2+2r)!t22r)
1060,3,3!!+(3!+3/3)^3-3,3!!+{l(3!+f{x3}{x3}r)}^{3}-3
1060,4,4+4!*44,4+4!t44
1060,5,5+5*(5!+5!-5)-5!,5+5tl(5!+5!-5r)-5!
1060,6,(6^6-6!)/6/6-√(6)^6,f{x{6}^{6}-6!}{x6t6}-{s{6}}^{6}
1060,7,(7^7+77)/777,f{x{7}^{7}+77}{x777}
1060,8,√(8+8)+(8+√(8+8))*88,s{8+8}+l(8+s{8+8}r)t88
1060,9,((√9)!!*9-(√9)!!/((√9)!))/((√9)!),f{xl(s{9}r)!!t9-f{xl(s{9}r)!!}{xl(s{9}r)!}}{xl(s{9}r)!}
1061,1,1111-(111-11)/(1+1),1111-f{x111-11}{x1+1}
1061,2,2+(2+(2+2*22)^2)/2,2+f{x2+{l(2+2t22r)}^{2}}{x2}
1061,3,3^(3!)+333-3/3,{3}^{3!}+333-f{x3}{x3}
1061,4,4+4/4+4!*44,4+f{x4}{x4}+4!t44
1061,5,5+(5!-5!/5)*55/5,5+f{xl(5!-f{x5!}{x5}r)t55}{x5}
1061,6,6!+√(6)^6+√(6-6/6)^6,6!+{s{6}}^{6}+{s{6-f{x6}{x6}}}^{6}
1061,7,7*7*7+(7!-7-7)/7,7t7t7+f{x7!-7-7}{x7}
1061,8,√((8!+8)/8)+(88/8)!/(8!),s{f{x8!+8}{x8}}+f{xl(f{x88}{x8}r)!}{x8!}
1061,9,((√9)!!*9-(√9)!)/((√9)!)-9-9,f{xl(s{9}r)!!t9-l(s{9}r)!}{xl(s{9}r)!}-9-9
1062,1,1111-(1+(1+1+1)!)^(1+1),1111-{l(1+l(1+1+1r)!r)}^{1+1}
1062,2,2*(2+(2/2+22)^2),2tl(2+{l(f{x2}{x2}+22r)}^{2}r)
1062,3,3^(3!)+333,{3}^{3!}+333
1062,4,4+√4+4!*44,4+s{4}+4!t44
1062,5,(5555-5!)/5-5*5,f{x5555-5!}{x5}-5t5
1062,6,6*66+666,6t66+666
1062,7,(7!-7)/7+7*7*7,f{x7!-7}{x7}+7t7t7
1062,8,8+8*8+(88/8)!/(8!),8+8t8+f{xl(f{x88}{x8}r)!}{x8!}
1062,9,(9+9)*99-(√9)!!,l(9+9r)t99-l(s{9}r)!!
1063,1,1111-(1+1)*(1+1+1+1)!,1111-l(1+1r)tl(1+1+1+1r)!
1063,2,2222/2-2*(2+2)!,f{x2222}{x2}-2tl(2+2r)!
1063,3,3!!+(3!+3/3)^3,3!!+{l(3!+f{x3}{x3}r)}^{3}
1063,4,(4!+4)/4+4!*44,f{x4!+4}{x4}+4!t44
1063,5,(5555-5!-5!)/5,f{x5555-5!-5!}{x5}
1063,6,6!+√(6+6/6)^6,6!+{s{6+f{x6}{x6}}}^{6}
1063,7,7!/7+7*7*7,f{x7!}{x7}+7t7t7
1063,8,8+(88*(8+88)-8)/8,8+f{x88tl(8+88r)-8}{x8}
1063,9,(√9)!!+((√9)!+9/9)^√9,l(s{9}r)!!+{l(l(s{9}r)!+f{x9}{x9}r)}^{s{9}}
