101,1,1111/11,f{x1111}{x11}
101,2,2222/22,f{x2222}{x22}
101,3,3!/3+3*33,f{x3!}{x3}+3t33
101,4,(4+√(4!-4)^4)/4,f{x4+{s{4!-4}}^{4}}{x4}
101,5,5+5!-5!/5,5+5!-f{x5!}{x5}
101,6,(6+6!-6!/6)/6,f{x6+6!-f{x6!}{x6}}{x6}
101,7,7777/77,f{x7777}{x77}
101,8,8888/88,f{x8888}{x88}
101,9,(√9)!/√9+99,f{xl(s{9}r)!}{xs{9}}+99
102,1,1+1111/11,1+f{x1111}{x11}
102,2,2+((22-2)/2)^2,2+{l(f{x22-2}{x2}r)}^{2}
102,3,3+3*33,3+3t33
102,4,4+√4+4!*4,4+s{4}+4!t4
102,5,5+5!-(5!-5)/5,5+5!-f{x5!-5}{x5}
102,6,6*6+66,6t6+66
102,7,((7!+7)/7-7)/7,f{xf{x7!+7}{x7}-7}{x7}
102,8,(888-8)/8-8,f{x888-8}{x8}-8
102,9,√9+99,s{9}+99
103,1,1+1+1111/11,1+1+f{x1111}{x11}
103,2,2+2222/22,2+f{x2222}{x22}
103,3,(3!!+3!)/(3!)-3!*3,f{x3!!+3!}{x3!}-3!t3
103,4,4*(√4+4!)-4/4,4tl(s{4}+4!r)-f{x4}{x4}
103,5,(5!+5!)/5+55,f{x5!+5!}{x5}+55
103,6,(6!-66)/6-6,f{x6!-66}{x6}-6
103,7,(7!+7)/7/7,f{x7!+7}{x7t7}
103,8,888/8-8,f{x888}{x8}-8
103,9,√9+9/9+99,s{9}+f{x9}{x9}+99
104,1,111-(1+1+1)!-1,111-l(1+1+1r)!-1
104,2,2*2*(2+(2+2)!),2t2tl(2+l(2+2r)!r)
104,3,(3!!+(3!)^3)/3/3,f{x3!!+{3!}^{3}}{x3t3}
104,4,4*(√4+4!),4tl(s{4}+4!r)
104,5,5!-55/5-5,5!-f{x55}{x5}-5
104,6,(666-6)/6-6,f{x666-6}{x6}-6
104,7,777/7-7,f{x777}{x7}-7
104,8,8+8+88,8+8+88
104,9,((√9)!!+((√9)!)^√9)/9,f{xl(s{9}r)!!+{l(s{9}r)!}^{s{9}}}{x9}
105,1,111-(1+1+1)!,111-l(1+1+1r)!
105,2,222/2-2-2-2,f{x222}{x2}-2-2-2
105,3,3!+3*33,3!+3t33
105,4,(444-4!)/4,f{x444-4!}{x4}
105,5,5!-5-5-5,5!-5-5-5
105,6,666/6-6,f{x666}{x6}-6
105,7,7+7*(7+7),7+7tl(7+7r)
105,8,8!/((√(8+8))!*(8+8)),f{x8!}{xl(s{8+8}r)!tl(8+8r)}
105,9,(√9)!+99,l(s{9}r)!+99
106,1,1+111-(1+1+1)!,1+111-l(1+1+1r)!
106,2,2+2*2*(2+(2+2)!),2+2t2tl(2+l(2+2r)!r)
106,3,3*3!*3!-3!/3,3t3!t3!-f{x3!}{x3}
106,4,√4+4*(√4+4!),s{4}+4tl(s{4}+4!r)
106,5,555/5-5,f{x555}{x5}-5
106,6,6+(6!-6!/6)/6,6+f{x6!-f{x6!}{x6}}{x6}
106,7,7+7/7+7*(7+7),7+f{x7}{x7}+7tl(7+7r)
106,8,8+8+√√(8+8)+88,8+8+s{\!\!s{8+8}}+88
106,9,(√9)!+9/9+99,l(s{9}r)!+f{x9}{x9}+99
107,1,111-1-1-1-1,111-1-1-1-1
107,2,222/2-2-2,f{x222}{x2}-2-2
107,3,3*3!*3!-3/3,3t3!t3!-f{x3}{x3}
107,4,444/4-4,f{x444}{x4}-4
107,5,5!-(5!-55)/5,5!-f{x5!-55}{x5}
107,6,(6!-6)/6-6-6,f{x6!-6}{x6}-6-6
107,7,7+(777-77)/7,7+f{x777-77}{x7}
107,8,8+88+88/8,8+88+f{x88}{x8}
107,9,(√9)!!/9+√9*9,f{xl(s{9}r)!!}{x9}+s{9}t9
108,1,111-1-1-1,111-1-1-1
108,2,(222-2)/2-2,f{x222-2}{x2}-2
108,3,3*3!*3!,3t3!t3!
108,4,4*(4!+4)-4,4tl(4!+4r)-4
108,5,5!-5!/(5+5),5!-f{x5!}{x5+5}
108,6,6*(6+6+6),6tl(6+6+6r)
108,7,7+7777/77,7+f{x7777}{x77}
108,8,8+√(√(8+√√(8+8))^8),8+s{{s{8+s{\!\!s{8+8}}}}^{8}}
108,9,9+99,9+99
109,1,111-1-1,111-1-1
109,2,222/2-2,f{x222}{x2}-2
109,3,(333-3!)/3,f{x333-3!}{x3}
109,4,444/4-√4,f{x444}{x4}-s{4}
109,5,5!-55/5,5!-f{x55}{x5}
109,6,(6!-66)/6,f{x6!-66}{x6}
109,7,(777-7-7)/7,f{x777-7-7}{x7}
109,8,√((8!+(8+√(8+8))!)/(8!)),s{f{x8!+l(8+s{8+8}r)!}{x8!}}
109,9,9+9/9+99,9+f{x9}{x9}+99
110,1,111-1,111-1
110,2,(222-2)/2,f{x222-2}{x2}
110,3,(333-3)/3,f{x333-3}{x3}
110,4,4*(4!+4)-√4,4tl(4!+4r)-s{4}
110,5,5!-5-5,5!-5-5
110,6,(666-6)/6,f{x666-6}{x6}
110,7,(777-7)/7,f{x777-7}{x7}
110,8,(888-8)/8,f{x888-8}{x8}
110,9,(99/9)!/(9!),f{xl(f{x99}{x9}r)!}{x9!}
111,1,111,111
111,2,222/2,f{x222}{x2}
111,3,333/3,f{x333}{x3}
111,4,444/4,f{x444}{x4}
111,5,555/5,f{x555}{x5}
111,6,666/6,f{x666}{x6}
111,7,777/7,f{x777}{x7}
111,8,888/8,f{x888}{x8}
111,9,(√9)!!/((√9)!)-9,f{xl(s{9}r)!!}{xl(s{9}r)!}-9
112,1,1+111,1+111
112,2,(2+222)/2,f{x2+222}{x2}
112,3,(3+333)/3,f{x3+333}{x3}
112,4,4*(4!+4),4tl(4!+4r)
112,5,(5+555)/5,f{x5+555}{x5}
112,6,(6+666)/6,f{x6+666}{x6}
112,7,(7+777)/7,f{x7+777}{x7}
112,8,(√(8+8))!+88,l(s{8+8}r)!+88
112,9,(9!+9!)/((√9)!!)/9,f{x9!+9!}{xl(s{9}r)!!t9}
113,1,1+1+111,1+1+111
113,2,2+222/2,2+f{x222}{x2}
113,3,(3!!-3!)/(3!)-3!,f{x3!!-3!}{x3!}-3!
113,4,√4+444/4,s{4}+f{x444}{x4}
113,5,5!-(5+5)/5-5,5!-f{x5+5}{x5}-5
113,6,(6!-6)/6-6,f{x6!-6}{x6}-6
113,7,(7-(7+7)/7)!-7,l(7-f{x7+7}{x7}r)!-7
113,8,√(√(88/8)^8)-8,s{{s{f{x88}{x8}}}^{8}}-8
113,9,((√9)!!-(√9)!)/((√9)!)-(√9)!,f{xl(s{9}r)!!-l(s{9}r)!}{xl(s{9}r)!}-l(s{9}r)!
114,1,1+1+1+111,1+1+1+111
114,2,2+(2+222)/2,2+f{x2+222}{x2}
114,3,3!!/(3!)-3!,f{x3!!}{x3!}-3!
114,4,√4+4*(4!+4),s{4}+4tl(4!+4r)
114,5,5!-5/5-5,5!-f{x5}{x5}-5
114,6,6!/6-6,f{x6!}{x6}-6
114,7,((7+7)/7)^7-7-7,{l(f{x7+7}{x7}r)}^{7}-7-7
114,8,((√(8+8))!+888)/8,f{xl(s{8+8}r)!+888}{x8}
114,9,(√9)!!/((√9)!)-(√9)!,f{xl(s{9}r)!!}{xl(s{9}r)!}-l(s{9}r)!
115,1,1+1+1+1+111,1+1+1+1+111
115,2,2+2+222/2,2+2+f{x222}{x2}
115,3,(3!!+3!)/(3!)-3!,f{x3!!+3!}{x3!}-3!
115,4,4+444/4,4+f{x444}{x4}
115,5,5!-5,5!-5
115,6,(6!+6)/6-6,f{x6!+6}{x6}-6
115,7,(77+777)/7-7,f{x77+777}{x7}-7
115,8,√(8+8)+888/8,s{8+8}+f{x888}{x8}
115,9,((√9)!!+(√9)!)/((√9)!)-(√9)!,f{xl(s{9}r)!!+l(s{9}r)!}{xl(s{9}r)!}-l(s{9}r)!
116,1,(1+1+1)!+111-1,l(1+1+1r)!+111-1
116,2,(2+2+2/2)!-2-2,l(2+2+f{x2}{x2}r)!-2-2
116,3,(3!!-3!)/(3!)-3,f{x3!!-3!}{x3!}-3
116,4,(4+4/4)!-4,l(4+f{x4}{x4}r)!-4
116,5,5!+5/5-5,5!+f{x5}{x5}-5
116,6,(6+6!+6)/6-6,f{x6+6!+6}{x6}-6
116,7,7+(777-7-7)/7,7+f{x777-7-7}{x7}
116,8,8*(8+8)-√(8+8)-8,8tl(8+8r)-s{8+8}-8
116,9,(√9)!!/9+(√9)!*(√9)!,f{xl(s{9}r)!!}{x9}+l(s{9}r)!tl(s{9}r)!
117,1,(1+1+1)!+111,l(1+1+1r)!+111
117,2,(22/2)^2-2-2,{l(f{x22}{x2}r)}^{2}-2-2
117,3,3!!/(3!)-3,f{x3!!}{x3!}-3
117,4,√(44/4)^4-4,{s{f{x44}{x4}}}^{4}-4
117,5,5!+(5+5)/5-5,5!+f{x5+5}{x5}-5
117,6,6+666/6,6+f{x666}{x6}
117,7,7+(777-7)/7,7+f{x777-7}{x7}
117,8,8*(8+8)-88/8,8tl(8+8r)-f{x88}{x8}
117,9,(√9)!!/((√9)!)-√9,f{xl(s{9}r)!!}{xl(s{9}r)!}-s{9}
118,1,((1+1+1)!-1)!-1-1,l(l(1+1+1r)!-1r)!-1-1
118,2,(2+2+2/2)!-2,l(2+2+f{x2}{x2}r)!-2
